,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,HOUSE_PRICE
137728,029-482-861,STRATA,182638950122,18263895,CD-1 (531),Comprehensive Development,122,,EPS2328,200A,702,1783.0,MANITOBA ST,V5Y 0K1,"STRATA LOT 122, PLAN EPS2328, DISTR","ICT LOT 200A, GROUP 1, NEW WESTMINS","TER LAND DISTRICT, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT,615000.0,360000.0,2020.0,712000.0,361000.0,2015.0,2015.0,,13,0.975
37185,028-572-190,STRATA,592115090081,59211509,CD-1 (468),Comprehensive Development,81,,EPS390,185,3101,1499.0,PENDER ST W,V6G 0A7,LOT 81  PLAN EPS390  DISTRICT LOT 1,"85  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,2764000.0,624000.0,2020.0,3111000.0,624000.0,2011.0,2011.0,,26,3.388
153384,008-304-327,LAND,636053630000,63605363,RT-8,Two Family Dwelling,18,14,VAP229,540,,3135.0,2ND AVE W,V6K 1K7,LOT 18  BLOCK 14  PLAN VAP229  DIST,RICT LOT 540  NEW WESTMINSTER,,,,2237000.0,148000.0,2020.0,2557000.0,154000.0,1912.0,1985.0,,2,2.385
152447,030-438-551,STRATA,638184430146,63818443,M-2,Industrial,146,,EPS4932,FC,701,1678.0,PULLMAN PORTER ST,V6A 0H4,LOT 146  PLAN EPS4932  DISTRICT LOT," FC  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,460000.0,248000.0,2020.0,530000.0,249000.0,2018.0,2018.0,,13,0.708
69021,002-711-338,LAND,733254790000,73325479,RM-7,Multiple Family Dwelling,25,I,VAP1955,393,,2273.0,34TH AVE E,V5P 1A9,LOT 25  BLOCK I  PLAN VAP1955  DIST,RICT LOT 393  NWD GROUP 1.,,,,,,,,,2016.0,2016.0,,23,
99867,010-088-024,LAND,632024250000,63202425,RS-1,One Family Dwelling,B,130,VAP8409,540,,4467.0,BELMONT AVE,V6R 1C3,LOT B  BLOCK 130  PLAN VAP8409  DIS,TRICT LOT 540  NEW WESTMINSTER SUBS,IDY LOT 25 E PT.,,,2544000.0,241000.0,2020.0,3074000.0,243000.0,1936.0,1973.0,,1,2.785
44894,011-726-016,LAND,320585050000,32058505,RS-1,One Family Dwelling,20,,VAP4152,THSL,,3690.0,DUNDAS ST,V5K 1S4,LOT 20  PLAN VAP4152  DISTRICT LOT ,"THSL  NWD GROUP 1, OF LOT 27.",,,,1280000.0,42200.0,2020.0,1387000.0,42900.0,1926.0,1970.0,,20,1.3222
179839,028-668-936,STRATA,138606940059,13860694,DD,Comprehensive Development,59,,BCS4213,541,408,1088.0,RICHARDS ST,V6B 0J8,"STRATA LOT 59, PLAN BCS4213, DISTRI","CT LOT 541, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,436000.0,192000.0,2020.0,472000.0,192000.0,2011.0,2011.0,,29,0.628
127622,012-296-988,LAND,813216510000,81321651,RS-1,One Family Dwelling,23,6,VAP3686,658,,1051.0,59TH AVE E,V5X 1Y8,LOT 23  BLOCK 6  PLAN VAP3686  DIST,RICT LOT 658  NWD AMD (SEE195633L) ,"OF LOT 3, TO BLK 8.",,,1211000.0,353000.0,2020.0,1418000.0,341000.0,1991.0,1991.0,,17,1.564
198672,014-687-593,LAND,586274430000,58627443,RS-1,One Family Dwelling,26,,VAP6004,THSL,,2645.0,TRIUMPH ST,V5K 1T1,LOT 26  BLOCK ?  PLAN VAP6004  DIST,RICT LOT THSL  NWD OF LOT 21,,,,1184000.0,71200.0,2020.0,1288000.0,35200.0,1922.0,1965.0,,20,1.2552
106174,018-047-033,LAND,706273400000,70627340,RS-1,One Family Dwelling,F,4,LMP8108,THSL,,2628.0,27TH AVE E,V5R 1N3,LOT F  BLOCK 4  SECTION 46  PLAN LM,P8108  DISTRICT LOT THSL  NWD PART ,S 1/2.,,,1034000.0,226000.0,2020.0,1217000.0,215000.0,1992.0,1992.0,,23,1.26
49595,011-154-306,LAND,813124240000,81312424,RS-1,One Family Dwelling,4,8,VAP5495,325A,,1576.0,59TH AVE W,V6P 1Z2,LOT 4  BLOCK 8  PLAN VAP5495  DISTR,"ICT LOT 325A  NWD OF BLOCKS A & B, ",& DL 526.,,,2140000.0,969000.0,2020.0,2501000.0,970000.0,2008.0,2009.0,,10,3.109
110977,011-515-309,LAND,707042170000,70704217,RS-5,One Family Dwelling,20,24,VAP4527,139,,3475.0,24TH AVE W,V6S 1L3,LOT 20  BLOCK 24  PLAN VAP4527  DIS,TRICT LOT 139  NWD OF LOT 1.,,,,1928000.0,1044000.0,2020.0,2227000.0,1018000.0,2014.0,2014.0,,3,2.972
103931,010-991-603,LAND,706034070000,70603407,RS-5,One Family Dwelling,12,34,VAP5990,139,,3895.0,23RD AVE W,V6S 1K8,LOT 12  BLOCK 34  PLAN VAP5990  DIS,TRICT LOT 139  NWD OF LOT 4.,,,,2910000.0,1112000.0,2020.0,3359000.0,1088000.0,2005.0,2005.0,,3,4.022
44994,029-829-453,STRATA,596186050158,59618605,CD-1 (553),,158,,EPS2427,196,1508,183.0,GEORGIA ST E,V6A 0E5,LOT 158  PLAN EPS2427  DISTRICT LOT," 196  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,201000.0,140000.0,2020.0,224000.0,140000.0,2016.0,2016.0,,26,0.341
81605,017-955-068,STRATA,615114660010,61511466,RM-5A,Multiple Family Dwelling,10,,LMS578,185,601,1520.0,HARWOOD ST,V6G 1X9,LOT 10  PLAN LMS578  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 1152/1683,3 SHARE IN COM PROP THEREIN.,,,926000.0,392000.0,2020.0,1021000.0,398000.0,1992.0,1992.0,,27,1.318
28523,011-455-039,LAND,646069120000,64606912,RT-7,Two Family Dwelling,9,2,VAP4637,192,,2890.0,7TH AVE W,V6K 1Z6,LOT 9  BLOCK 2  PLAN VAP4637  DISTR,ICT LOT 192  NWD EXCEPT PLAN PT IN ,"EXP 9617, OF LOT 2, & BLK 4 OF BLK ",32.,,1601000.0,68300.0,2020.0,1719000.0,70900.0,1923.0,1960.0,,2,1.6693
210216,027-732-614,STRATA,600118740013,60011874,CD-1 (426),Comprehensive Development,13,,BCS3206,185,4703,1128.0,GEORGIA ST W,V6E 0A8,LOT 13  PLAN BCS3206  DISTRICT LOT ,"185  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,3482000.0,889000.0,2020.0,3960000.0,899000.0,2008.0,2008.0,,26,4.371
82823,014-162-741,LAND,758270830000,75827083,RS-1,One Family Dwelling,4,11,VAP1931,721,,2669.0,45TH AVE E,V5R 3B9,LOT 4  BLOCK 11  PLAN VAP1931  DIST,RICT LOT 721  NEW WESTMINSTER,,,,1207000.0,79300.0,2020.0,1472000.0,79800.0,1956.0,1980.0,,24,1.2863
193593,004-027-345,STRATA,750058310017,75005831,RS-5,One Family Dwelling,17,,VAS441,2027,209,2893.0,41ST AVE W,V6N 3C5,LOT 17  PLAN VAS441  DISTRICT LOT 2,027  NEW WESTMINSTER UNDIV 55050/10,00000 SHARE IN COM PROP THEREIN.,,,861000.0,65100.0,2020.0,944000.0,69900.0,1977.0,1977.0,,5,0.9261
181492,010-120-556,LAND,811251210000,81125121,RS-1,One Family Dwelling,2,61,VAP8446,,,2115.0,55TH AVE E,V5P 2A2,LOT 2  BLOCK 61  PLAN VAP8446  NEW ,WESTMINSTER DISTRICT LOT FRASERVIEW,.,,,1373000.0,443000.0,2020.0,1534000.0,464000.0,1997.0,1997.0,,25,1.816
89866,026-812-096,STRATA,242696080047,24269608,CD-1 (429),Comprehensive Development,47,,BCS2000,744,,3858.0,WELWYN ST,V5N 3Y9,LOT 47  PLAN BCS2000  DISTRICT LOT ,744  NEW WESTMINSTER GROUP 1.,,,,948000.0,250000.0,2020.0,1023000.0,252000.0,2006.0,2006.0,,15,1.198
195302,010-498-575,LAND,170703350000,17070335,RM-3A,Multiple Family Dwelling,5,620A,VAP2976,526,,3841.0,CAMBIE ST,V5Z 2X6,LOT 5  BLOCK 620A  PLAN VAP2976  DI,STRICT LOT 526  NWD AMENDED (SEE 24,"8262L), LOT 4, BLOCK 620A, PLAN VAP","2976, DISTRICT LOT 526, NEW WESTMIN","STER LAND DISTRICT, EXCEPT E 10 FT,",4610000.0,2016000.0,2020.0,4841000.0,2508000.0,1945.0,1945.0,,9,6.626
100617,016-190-572,STRATA,683179400004,68317940,RT-6,Two Family Dwelling,4,,VAS2698,526,,142.0,13TH AVE W,V5Y 1V7,LOT 4  PLAN VAS2698  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 98/413 SH,ARE IN COM PROP THEREIN.,,,878000.0,153000.0,2020.0,902000.0,158000.0,1990.0,1990.0,,13,1.031
198542,018-908-900,STRATA,304716540023,30471654,CD-1 (222),Comprehensive Development,23,,LMS1558,51,306,3489.0,ASCOT PL,V5R 6B6,LOT 23  PLAN LMS1558  DISTRICT LOT ,51  NEW WESTMINSTER UNDIV 625/84778, SHARE IN COM PROP THEREIN.,,,191000.0,164000.0,2020.0,214000.0,170000.0,1994.0,1994.0,,23,0.355
72024,024-485-527,STRATA,689203420016,68920342,C-2,Commercial,16,,LMS3866,301,207,688.0,16TH AVE E,V5T 2V4,LOT 16  PLAN LMS3866  DISTRICT LOT ,301  NEW WESTMINSTER UNDIV 808/3279,9 SHARE IN COM PROP THEREIN.,,,452000.0,157000.0,2020.0,512000.0,164000.0,1999.0,1999.0,,15,0.609
89393,028-217-802,STRATA,638179370074,63817937,CD-1 (454),Comprehensive Development,74,,BCS3818,FC,707,181.0,1ST AVE W,V5Y 0E3,LOT 74  PLAN BCS3818  DISTRICT LOT ,FC  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,"ATA LOT AS SHOWN ON FORM 1 OR V, AS",930000.0,319000.0,2020.0,992000.0,319000.0,2009.0,2009.0,,13,1.249
25582,011-024-208,LAND,733037230000,73303723,RS-5,One Family Dwelling,39,42,VAP3268,2027,,3757.0,35TH AVE W,V6N 2N6,"LOT 39, BLOCK 42, PLAN VAP3268, DIS","TRICT LOT 2027, NEW WESTMINSTER LAN",D DISTRICT,,,2820000.0,333000.0,2020.0,3486000.0,347000.0,1925.0,1985.0,,3,3.153
93527,010-198-954,STRATA,633126320048,63312632,FCCDD,Comprehensive Development,48,,VAS2096,FC,207,1551.0,MARINER WALK,V6J 4X9,LOT 48  PLAN VAS2096  DISTRICT LOT ,FC  NEW WESTMINSTER UNDIV 151/10361, SHARE IN COM PROP THEREIN.,,,1405000.0,192000.0,2020.0,1533000.0,199000.0,1989.0,1989.0,,7,1.597
177561,010-956-077,LAND,74723500000,7472350,RS-5,One Family Dwelling,14,761A,VAP6190,526,,4626.0,ELM ST,V6L 2L2,LOT 14  BLOCK 761A  PLAN VAP6190  D,ISTRICT LOT 526  NEW WESTMINSTER,,,,4646000.0,1528000.0,2020.0,5283000.0,1492000.0,2011.0,2011.0,,4,6.174
23733,029-024-781,STRATA,770270140250,77027014,CD-1 (487),Comprehensive Development,250,,EPS1133,393,515,4818.0,ELDORADO MEWS,V5R 0B3,LOT 250  PLAN EPS1133  DISTRICT LOT," 393  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,425000.0,251000.0,2020.0,476000.0,251000.0,2013.0,2013.0,,23,0.676
101174,006-786-227,LAND,696297060000,69629706,RS-1,One Family Dwelling,1,L,VAP11660,THSL,,3638.0,WINDERMERE ST,V5M 4W4,LOT 1  BLOCK L  SECTION 42  PLAN VA,P11660  DISTRICT LOT THSL  NWD,,,,1113000.0,451000.0,2020.0,1208000.0,450000.0,2007.0,2007.0,,22,1.564
32979,026-986-060,STRATA,250830970001,25083097,RS-1B,One Family Dwelling,1,,BCS2220,328,,8383.0,VICTORIA DR,V5P 4A8,LOT 1  PLAN BCS2220  DISTRICT LOT 3,"28  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,808000.0,397000.0,2020.0,965000.0,370000.0,2006.0,2006.0,,25,1.205
109986,025-178-270,STRATA,720312080022,72031208,CD-1 (314),Comprehensive Development,22,,LMS4527,36,213,3520.0,CROWLEY DR,V5R 6G9,LOT 22  PLAN LMS4527  DISTRICT LOT ,36  NEW WESTMINSTER UNDIV 63/11750 ,SHARE IN COM PROP THEREIN.,,,246000.0,209000.0,2020.0,278000.0,211000.0,2001.0,2001.0,,23,0.455
65409,007-476-604,LAND,637025770000,63702577,RS-1,One Family Dwelling,A,138,VAP16533,540,,4411.0,3RD AVE W,V6R 1M9,LOT A  BLOCK 138  PLAN VAP16533  DI,STRICT LOT 540  NEW WESTMINSTER,,,,4033000.0,272000.0,2020.0,4986000.0,268000.0,1925.0,1986.0,,1,4.305
142357,018-408-664,STRATA,650120020012,65012002,C-3A,Commercial,12,,LMS1031,526,501,1788.0,BROADWAY W,V6J 1Y1,LOT 12  PLAN LMS1031  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 1369/407,68 SHARE IN COM PROP THEREIN.,,,1400000.0,209000.0,2020.0,1252000.0,214000.0,1993.0,1993.0,,7,1.609
107043,010-902-805,LAND,810135650000,81013565,RS-1,One Family Dwelling,12,V,VAP6339,526,,1335.0,57TH AVE W,V6P 1S7,LOT 12  BLOCK V  PLAN VAP6339  DIST,RICT LOT 526  NWD OF BLKS 12 & 17A.,,,,2439000.0,368000.0,2020.0,2896000.0,369000.0,1984.0,1984.0,,10,2.807
66589,024-622-117,STRATA,583110050027,58311005,CD-1 (321),Comprehensive Development,27,,LMS4025,,1002,1777.0,BAYSHORE DR,V6G 3H2,LOT 27  PLAN LMS4025  NEW WESTMINST,"ER DISTRICT LOT PUBLIC HARBOUR, UND",IV 1719/189974 SHARE IN COM PROP TH,EREIN.,,3112000.0,554000.0,2020.0,4006000.0,554000.0,1999.0,1999.0,,28,3.666
121708,019-180-578,STRATA,156602080027,15660208,DD,Comprehensive Development,27,,LMS1863,541,305,838.0,HAMILTON ST,V6B 6A2,LOT 27  PLAN LMS1863  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 385/1274,84 SHARE IN COM PROP THEREIN.,,,83500.0,105000.0,2020.0,48000.0,106000.0,1995.0,1995.0,,29,0.1885
173853,011-980-991,LAND,824124770000,82412477,RS-1,One Family Dwelling,70,3,VAP3987,325,,1519.0,65TH AVE W,V6P 2P9,LOT 70  BLOCK 3  PLAN VAP3987  DIST,RICT LOT 325  NEW WESTMINSTER,,,,1561000.0,287000.0,2020.0,1803000.0,283000.0,1997.0,1997.0,,12,1.848
209470,014-775-620,LAND,250705130000,25070513,RS-1A,One Family Dwelling,4,16,VAP1382,352,,4311.0,VICTORIA DR,V5N 4M9,LOT 4  BLOCK 16  PLAN VAP1382  DIST,RICT LOT 352  NEW WESTMINSTER SUBSI,DY LOT 1 TO 3.,,,1116000.0,28300.0,2020.0,1207000.0,27500.0,1952.0,1952.0,,15,1.1443
50940,012-114-073,LAND,691159560000,69115956,RS-7,One Family Dwelling,23,518,VAP1308,472,,728.0,17TH AVE W,V5Z 1T9,LOT 23  BLOCK 518  PLAN VAP1308  DI,STRICT LOT 472  NEW WESTMINSTER,,,,2010000.0,91800.0,2020.0,2300000.0,239000.0,1990.0,1990.0,,9,2.1018
53032,019-186-487,STRATA,579178390001,57917839,HA-2,Historic Area,1,,LMS1862,196,201,27.0,ALEXANDER ST,V6A 1B2,LOT 1  PLAN LMS1862  DISTRICT LOT 1,96  NEW WESTMINSTER UNDIV 97/2125 U,NDIV SHARE IN COM PROP THEREIN.,,,574000.0,418000.0,2020.0,649000.0,432000.0,1995.0,1995.0,,26,0.992
31753,024-796-077,STRATA,642097380021,64209738,RM-4,Multiple Family Dwelling,21,,LMS4180,526,211,1858.0,5TH AVE W,V6J 1P3,LOT 21  PLAN LMS4180  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 717/6786,8 SHARE IN COMM PROP THEREIN.,,,592000.0,127000.0,2020.0,641000.0,130000.0,2000.0,2000.0,,2,0.719
6658,011-685-816,LAND,686028880000,68602888,RS-1,One Family Dwelling,9,165,VAP4248,540,,4108.0,14TH AVE W,V6R 2X5,LOT 9  BLOCK 165  PLAN VAP4248  DIS,TRICT LOT 540  NWD OF LOT 2.,,,,2020000.0,87400.0,2020.0,2405000.0,90900.0,1915.0,1987.0,,1,2.1074
87891,011-421-673,LAND,726291770000,72629177,RS-1,One Family Dwelling,22,96,VAP2108,37,,3053.0,HORLEY ST,V5R 4S5,LOT 22  BLOCK 96  PLAN VAP2108  DIS,"TRICT LOT 37  NWD & BLKS 99, 100.",,,,945000.0,11600.0,2020.0,1112000.0,11400.0,1910.0,1960.0,,23,0.9566
200103,023-998-482,STRATA,654087090020,65408709,C-7,Commercial,20,,LMS3068,526,209,2181.0,10TH AVE W,V6K 2H7,LOT 20  PLAN LMS3068  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 818/3360,0 SHARE IN COM PROP THEREIN.,,,617000.0,152000.0,2020.0,666000.0,155000.0,1997.0,1997.0,,2,0.769
154970,023-411-392,STRATA,592134050322,59213405,CD-1 (316),Comprehensive Development,322,,LMS2371,541,2902,438.0,SEYMOUR ST,V6B 6H4,LOT 322  PLAN LMS2371  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 47/1586,7 SHARE IN COM PROP THEREIN.,,,420000.0,152000.0,2020.0,469000.0,153000.0,1996.0,1996.0,,26,0.572
212397,030-348-269,STRATA,124608370157,12460837,DD,Comprehensive Development,157,,EPS4634,541,2005,1133.0,HORNBY ST,V6Z 1W1,LOT 157  PLAN EPS4634  DISTRICT LOT," 541  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,810000.0,399000.0,2020.0,936000.0,401000.0,2017.0,2017.0,,29,1.209
195398,026-622-530,STRATA,589118050016,58911805,CD-1 (364),Comprehensive Development,16,,BCS1777,,802,1169.0,CORDOVA ST W,V6C 3T1,LOT 16  PLAN BCS1777  NWD OF THE PU,BLIC HARBOUR OF BURRARD INLET TOGET,HER WITH AN INTEREST IN THE COMMON ,PROPERTY IN PROPORTION TO THE UNIT ,ENTITLEMENT OF THE STRATA LOT AS SH,4963000.0,766000.0,2020.0,5835000.0,774000.0,2006.0,2006.0,,28,5.729
189578,024-213-357,STRATA,590124410007,59012441,DD,Comprehensive Development,7,,LMS3324,541,809,837.0,HASTINGS ST W,V6C 3N9,LOT 7  PLAN LMS3324  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 543/26395, SHARE IN COM PROP THEREIN.,,,187000.0,156000.0,2020.0,217000.0,113000.0,1998.0,1998.0,,26,0.343
7574,014-023-075,LAND,188769170000,18876917,RS-1,One Family Dwelling,2,8,VAP1748,648,,6417.0,QUEBEC ST,V5W 2P9,LOT 2  BLOCK 8  PLAN VAP1748  DISTR,ICT LOT 648  NEW WESTMINSTER,,,,1470000.0,379000.0,2020.0,1685000.0,366000.0,2010.0,2010.0,,16,1.849
33184,011-119-578,LAND,678030860000,67803086,RS-1,One Family Dwelling,12,173,VAP5574,540,,4014.0,12TH AVE W,V6R 2P3,LOT 12  BLOCK 173  PLAN VAP5574  DI,STRICT LOT 540  NEW WESTMINSTER,,,,2609000.0,71100.0,2020.0,3055000.0,69800.0,1929.0,1960.0,,1,2.6801
79760,002-873-851,STRATA,78739300018,7873930,RM-3,Multiple Family Dwelling,18,,VAS9,526,501,5350.0,BALSAM ST,V6M 4B4,LOT 18  PLAN VAS9  DISTRICT LOT 526,  NEW WESTMINSTER UNDIV 438/8830 SH,ARE IN COM PROP THEREIN.,,,501000.0,153000.0,2020.0,572000.0,162000.0,1973.0,1973.0,,5,0.654
25332,029-876-907,STRATA,603162680409,60316268,CD-1 (520),Comprehensive Development,409,,EPS3602,FC,1751,38.0,SMITHE ST,V6B 0P3,"STRATA LOT 409, PLAN EPS3602, DISTR","ICT LOT FC, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,625000.0,373000.0,2020.0,734000.0,373000.0,2016.0,2016.0,,26,0.998
17068,018-052-312,STRATA,157615050204,15761505,CD-1 (182),Comprehensive Development,204,,VAS2540,FC,702,1323.0,HOMER ST,V6B 5T1,LOT 204  PLAN VAS2540  DISTRICT LOT, FC  NEW WESTMINSTER UNDIV 679/1731,47 SHARE IN COM PROP THEREIN.,,,438000.0,315000.0,2020.0,475000.0,323000.0,1993.0,1993.0,,29,0.753
36401,013-634-119,STRATA,306770220001,30677022,C-2,Commercial,1,,VAS2393,37,,5520.0,JOYCE ST,V5R 4H6,LOT 1  PLAN VAS2393  DISTRICT LOT 3,7  NEW WESTMINSTER GROUP 1 AN UNDIV, 4252/15179 SHARE IN THE COMMON PRO,PERTY THEREIN.,,2015000.0,368000.0,2020.0,1769000.0,386000.0,1988.0,1988.0,,24,2.383
104732,010-949-283,LAND,97732320000,9773232,RS-5,One Family Dwelling,2,20,VAP6176,526,,5036.0,CYPRESS ST,V6M 3R1,LOT 2  BLOCK 20  PLAN VAP6176  DIST,"RICT LOT 526  NWD GROUP 1, OF LOT F",.,,,2124000.0,100000.0,2020.0,2631000.0,98500.0,1935.0,1965.0,,5,2.224
135771,014-417-570,LAND,708280320000,70828032,RS-1,One Family Dwelling,27,1,VAP1692,THSL,,3030.0,28TH AVE E,V5R 1S5,LOT 27  BLOCK 1  SECTION 48  PLAN V,AP1692  DISTRICT LOT THSL  NWD OF S,E 1/4.,,,1130000.0,40400.0,2020.0,1222000.0,40400.0,1955.0,1960.0,,22,1.1704
165760,029-432-871,STRATA,634186500008,63418650,CD-1 (516),Comprehensive Development,8,,EPS2374,200A,113,110.0,SWITCHMEN ST,V6A 0C6,"STRATA LOT 8, PLAN EPS2374, DISTRIC","T LOT 200A, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, & DL 2037, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,419000.0,190000.0,2020.0,478000.0,191000.0,2014.0,2014.0,,13,0.609
34628,023-787-210,STRATA,770266380019,77026638,C-2,Commercial,19,,LMS2835,393,202,2238.0,KINGSWAY,V5N 2T7,"STRATA LOT 19, PLAN LMS2835, DISTRI","CT LOT 393, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,319000.0,142000.0,2020.0,317000.0,146000.0,1997.0,1997.0,,23,0.461
36754,028-069-901,STRATA,580186800081,58018680,HA-2,Historic Area,81,,BCS3636,196,816,168.0,POWELL ST,V6A 0B2,LOT 81  PLAN BCS3636  DISTRICT LOT ,196  NWD TOGETHER WITH AN INTEREST ,IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,383000.0,101000.0,2020.0,429000.0,101000.0,2009.0,2009.0,,26,0.484
133084,014-162-661,LAND,730250880000,73025088,RS-1,One Family Dwelling,22,E,VAP1955,393,,2088.0,33RD AVE E,V5N 3E7,LOT 22  BLOCK E  PLAN VAP1955  DIST,RICT LOT 393  NWD GROUP 1.,,,,1047000.0,238000.0,2020.0,1235000.0,226000.0,1993.0,1993.0,,23,1.285
48937,027-245-179,STRATA,603186050149,60318605,CD-1 (432),Comprehensive Development,149,,BCS2563,2037,1906,125.0,MILROSS AVE,V6A 0A1,LOT 149  PLAN BCS2563  DISTRICT LOT, 2037  NEW WESTMINSTER GROUP 1.,,,,969000.0,371000.0,2020.0,1097000.0,375000.0,2007.0,2007.0,,30,1.34
50895,015-680-738,LAND,580255260000,58025526,C-2,Commercial,A,26,VAP178,184,,2014.0,DUNDAS ST,V5L 1J4,LOT A  BLOCK 26  PLAN VAP178  DISTR,ICT LOT 184  NWD (EXP 4997) OF LOTS, 2 & 3.,,,3272000.0,5900.0,2020.0,4380000.0,5900.0,1957.0,1957.0,,14,3.2779
104327,029-662-109,LAND,630062650000,63006265,RT-2,Two Family Dwelling,A,24,EPP52823,192,,2883.0,POINT GREY RD,V6K 1A7,LOT A  BLOCK 24  PLAN EPP52823  DIS,TRICT LOT 192  NWD GROUP 1.,,,,14115000.0,954000.0,2020.0,17469000.0,475000.0,1976.0,2014.0,,2,15.069
139739,016-767-403,STRATA,830124960015,83012496,RM-4,Multiple Family Dwelling,15,,VAS2799,318,304,1550.0,MARINE DR SW,V6P 6A6,LOT 15  PLAN VAS2799  DISTRICT LOT ,318  NEW WESTMINSTER UNDIV 920/1661,1 SHARE IN COM PROP THEREIN.,,,484000.0,166000.0,2020.0,548000.0,171000.0,1991.0,1991.0,,12,0.65
78114,003-025-845,LAND,596230500000,59623050,I-2,Light Industrial,6,18,VAP186,182,,1350.0,GEORGIA ST E,V5L 2A8,LOT 6  BLOCK 18  PLAN VAP186  DISTR,ICT LOT 182  NWD EXC THE SOUTH 8 FT," NOW LANE, OF BLOCK B.",,,3372000.0,8000.0,2020.0,2840000.0,8000.0,1957.0,1970.0,,14,3.38
17139,017-498-465,STRATA,652253970002,65225397,RT-5,Two Family Dwelling,2,,LMS151,264A,,1999.0,GRANDVIEW HWY N,V5N 5W2,LOT 2  PLAN LMS151  DISTRICT LOT 26,4A  NWD UNDIV 1151/2176 SHARE IN CO,M PROP THEREIN TOGETHER WITH AN INT,EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF ,768000.0,319000.0,2020.0,794000.0,301000.0,1991.0,1995.0,,14,1.087
181741,024-233-960,STRATA,134604770041,13460477,CD-1 (369),Comprehensive Development,41,,LMS3440,541,312,933.0,SEYMOUR ST,V6B 6L6,"STRATA LOT 41, PLAN LMS3440, DISTRI","CT LOT 541, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,382000.0,167000.0,2020.0,412000.0,169000.0,1998.0,1998.0,,29,0.549
